cs,index
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
0.0,6
0.0,7
0.0,8
0.0,9
0.0,10
772.7600573197806,11
4499.418489000185,12
0.0,13
0.0,14
0.0,15
0.0,16
0.0,17
0.0,18
0.0,19
143.26811060697094,20
0.0,21
40.90870505705589,22
232.00896264892452,23
0.0,24
1087.6168215043117,25
441.2955301856995,26
0.0,27
0.0,28
4439.476557221203,29
0.0,30
0.0,31
0.0,32
529.0696448028384,33
650.9171722592085,34
0.0,35
759.9122295954116,36
0.0,37
0.0,38
0.0,39
0.0,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
0.0,48
0.0,49
0.0,50
0.0,51
0.0,52
0.0,53
0.0,54
0.0,55
0.0,56
0.0,57
0.0,58
0.0,59
0.0,60
0.0,61
738.0053860330866,62
533.3423392585619,63
2244.766536542525,64
0.0,65
1210.7663348760314,66
0.0,67
772.1827253985823,68
0.0,69
523.1432169911791,70
1088.9553681467648,71
361.08044859523756,72
242.1805544259002,73
0.0,74
1930.1567455864113,75
851.3715610921337,76
0.0,77
0.0,78
0.0,79
0.0,80
0.0,81
0.0,82
0.0,83
0.0,84
0.0,85
698.1554386434224,86
0.0,87
0.0,88
237.29679456102437,89
0.0,90
0.0,91
0.0,92
944.0837786587684,93
1432.096772560169,94
0.0,95
0.0,96
0.0,97
21.128328389182155,98
2394.8367007439588,99
1587.296007846486,100
0.0,101
2293.920915859812,102
895.1572474629415,103
2085.3542649321093,104
0.0,105
0.0,106
741.8820474160015,107
945.9089305396982,108
69.49051696618618,109
0.0,110
0.0,111
0.0,112
0.0,113
0.0,114
964.2874931377487,115
1576.4200474147565,116
0.0,117
256.59065623963255,118
1026.244733407172,119
0.0,120
1341.7640396454153,121
47.12532811101743,122
0.0,123
0.0,124
956.654407612396,125
1407.328232258936,126
0.0,127
0.0,128
0.0,129
1294.5236877121135,130
1603.5690389113788,131
0.0,132
0.0,133
863.8729578323769,134
0.0,135
0.0,136
0.0,137
168.06232066655394,138
0.0,139
0.0,140
28.78471389328734,141
530.1030811500431,142
1453.3290858640003,143
1257.9785696833883,144
0.0,145
0.0,146
1578.2198287343422,147
1378.6546371522504,148
0.0,149
0.0,150
0.0,151
1841.1028455796823,152
1175.9497700708064,153
0.0,154
0.0,155
636.4132273711026,156
1937.973001586566,157
1764.3569493166701,158
0.0,159
3405.6970360676964,160
2880.5356158901395,161
951.571625362856,162
2781.7826659505195,163
1529.8085736032772,164
2168.7245547720804,165
4381.668048029965,166
3867.5208446677693,167
310.2471523840655,168
1508.3802782744538,169
318.4260035461557,170
115.93758396359863,171
243.02335855321834,172
0.0,173
494.6824513102192,174
200.5420682455586,175
428.86372433497877,176
0.0,177
22.44257244320317,178
2803.9354467938274,179
82.44870914751138,180
923.1163563781582,181
0.0,182
6308.367731859999,183
0.0,184
8459.211182858227,185
12379.270626475967,186
8079.975969145923,187
8693.702289081077,188
2506.110395320792,189
4175.021986705694,190
1818.1536621006405,191
6943.9794710517735,192
6937.380489777955,193
6913.098159391653,194
1935.2812835195718,195
7838.749492368853,196
2327.6926566318566,197
180.97760204401843,198
7534.159077703262,199
3835.1656441983155,200
1647.6022063215232,201
0.0,202
3206.0594415671744,203
1862.1772607396692,204
1879.8923404217667,205
2053.99056782563,206
1601.6804329680908,207
2971.3107705067523,208
745.7476047112459,209
0.0,210
6459.922617978732,211
7891.396900339803,212
6653.696622281007,213
5628.409630584313,214
2231.8688729698392,215
1022.0387193541371,216
7010.503647040481,217
290.98578037762695,218
544.2705262257164,219
846.9444369300354,220
1119.161922021224,221
7635.863877918246,222
7128.590522451259,223
64.14122698968906,224
0.0,225
2573.8274730438648,226
3071.760009282204,227
0.0,228
1978.508100573264,229
0.0,230
0.0,231
0.0,232
342.8544915936914,233
6860.735347232338,234
6350.671881945417,235
218.91555845471746,236
76.11988641882333,237
2073.643335773906,238
5824.792693779993,239
510.8427420296904,240
3737.158178430106,241
0.0,242
0.0,243
3550.7274777756675,244
1301.615764212331,245
0.0,246
0.0,247
2843.8296150468536,248
0.0,249
0.0,250
0.0,251
5460.457074507251,252
0.0,253
0.0,254
0.0,255
0.0,256
0.0,257
0.0,258
487.2634775304004,259
0.0,260
386.1117432149038,261
0.0,262
329.65796034398784,263
0.0,264
0.0,265
0.0,266
421.78905619876775,267
730.8499969981287,268
0.0,269
1253.5025011686375,270
1902.7026094175867,271
0.0,272
603.8772000131233,273
0.0,274
952.35147507554,275
0.0,276
0.0,277
160.98246735434265,278
0.0,279
217.0381550399224,280
0.0,281
0.0,282
0.0,283
0.0,284
349.95284233311355,285
2208.40874467705,286
0.0,287
5245.049139654103,288
0.0,289
11.852019362036405,290
1.6558382337734898,291
0.0,292
149.01856876516953,293
99.80782645004744,294
0.0,295
0.0,296
18.415702482245674,297
0.0,298
0.0,299
0.0,300
0.0,301
3332.084079206198,302
3364.1745617806323,303
8291.529201024921,304
0.0,305
1126.483620067227,306
0.0,307
0.0,308
1205.3726602076638,309
0.0,310
777.74119646307,311
0.0,312
153.0715284936751,313
81.11925281725776,314
2756.4429279186593,315
0.0,316
1689.4836186124476,317
1759.7466496076595,318
0.0,319
1661.0226340866031,320
287.8609140474194,321
1576.4452109415324,322
0.0,323
2398.2818918109683,324
0.0,325
0.0,326
0.0,327
517.0454592788755,328
0.0,329
0.0,330
0.0,331
951.9740339342609,332
874.6000085472891,333
0.0,334
1796.5982853772218,335
4191.762618482342,336
0.0,337
0.0,338
0.0,339
108.07983805473812,340
0.0,341
0.0,342
637.5474882067799,343
0.0,344
1373.683835455677,345
445.1434890390635,346
0.0,347
0.0,348
0.0,349
0.0,350
4612.064498238205,351
473.90029773486896,352
0.0,353
648.3221973477367,354
1195.3114228743207,355
3821.0959811814582,356
1308.3023130122908,357
0.0,358
0.0,359
149.38723753048407,360
5200.675832642742,361
3532.8575048291236,362
2275.55915324965,363
16.426177959136897,364
4668.476807297669,365
338.43822701421,366
0.0,367
0.0,368
110.12216468046958,369
0.0,370
570.2059009335195,371
0.0,372
1642.6932563486848,373
245.01583481132815,374
0.0,375
1837.8846942555372,376
0.0,377
0.0,378
0.0,379
97.65499248518194,380
0.0,381
3944.742136447429,382
3590.638271665625,383
0.0,384
1200.0073441728164,385
21.07332941056834,386
0.0,387
16.36247451955197,388
0.0,389
572.9408588726617,390
0.0,391
568.2896306305339,392
3365.471346334786,393
2931.769182446962,394
0.0,395
0.0,396
0.0,397
0.0,398
0.0,399
1957.2574496673074,400
0.0,401
0.0,402
0.0,403
1528.228097363187,404
3145.5308619469656,405
1402.9025195042402,406
0.0,407
0.0,408
1224.4388503190687,409
0.0,410
0.0,411
362.25895071179144,412
509.95020244610004,413
0.0,414
3176.0782042738315,415
0.0,416
354.6539042135349,417
0.0,418
3304.6257754159574,419
0.0,420
278.23860436357546,421
8727.95793056875,422
0.0,423
8851.896897812658,424
0.0,425
0.0,426
0.0,427
0.0,428
23.424163441232082,429
4155.001173469134,430
0.0,431
0.0,432
8936.735153953681,433
3819.565450224592,434
55.04095930596584,435
2966.379273395537,436
0.0,437
0.0,438
1460.7907836196966,439
0.0,440
0.0,441
0.0,442
4516.517625406022,443
0.0,444
1169.0439905463606,445
2281.1676551615824,446
0.0,447
0.0,448
136.16363725467227,449
0.0,450
0.0,451
0.0,452
0.0,453
0.0,454
0.0,455
0.0,456
261.64552763152136,457
0.0,458
0.0,459
0.0,460
0.0,461
0.0,462
0.0,463
0.0,464
430.23424092309483,465
2347.9233221082586,466
1799.700857422354,467
0.0,468
3734.8523291255624,469
0.0,470
3197.557712122316,471
6503.212462054314,472
0.0,473
9650.179154366999,474
4276.84821002868,475
7797.226168373482,476
3043.1548711752466,477
0.0,478
5309.873261012584,479
0.0,480
0.0,481
0.0,482
3930.287798354918,483
0.0,484
605.1317190923522,485
0.0,486
5457.401401952663,487
961.7531862244579,488
1108.998654458533,489
17.614660678637687,490
2368.1088489869358,491
452.7692113951143,492
2529.803920270431,493
0.0,494
0.0,495
3026.529155288785,496
3381.115262964542,497
3700.5393975447155,498
0.0,499
0.0,500
0.0,501
0.0,502
2161.2512149873482,503
0.0,504
0.0,505
811.3151466327075,506
2223.545232979409,507
0.0,508
3422.240738907908,509
3360.462811051813,510
3294.4445618644563,511
853.6671332687267,512
0.0,513
2362.7543367202525,514
0.0,515
3370.465112629516,516
3155.6733586632163,517
7137.8840717132525,518
0.0,519
2097.6861132650115,520
108.89375393693423,521
2529.686243220103,522
2348.0773188003163,523
188.34573944434902,524
3582.2790861051412,525
2708.726989141691,526
53.781431351917064,527
1902.5781377779103,528
898.4865931764091,529
3686.7816136807687,530
6843.09612926416,531
2720.392962727511,532
2167.7813437897594,533
2075.98778003503,534
2013.506587087579,535
1236.907483820182,536
0.0,537
2160.4301126850687,538
3269.1717172514714,539
2179.459256167122,540
3322.4095211919675,541
2640.382620007282,542
1489.1918376261979,543
2569.2806776420603,544
7066.054243637745,545
2811.9069892138123,546
3416.050008104234,547
4620.885686035604,548
4581.181314994122,549
0.0,550
2744.3454499706536,551
4113.030555817789,552
0.0,553
2772.126759620978,554
2630.15824045497,555
4674.30930155759,556
52.60597804158229,557
1088.0140548226918,558
4496.692104210269,559
3001.026896689357,560
1478.9932755430555,561
1904.3398464797413,562
711.1216815669075,563
1355.4670877822955,564
0.0,565
2168.17563302727,566
2770.1928368492154,567
0.0,568
709.2560731318283,569
6145.7415920287085,570
3591.1243765682716,571
5560.0691180019985,572
5710.962730798619,573
3134.776387379607,574
5156.2820071119295,575
0.0,576
5897.94158225559,577
590.6625607685586,578
2285.9389587273395,579
4231.254209516999,580
5953.78368705054,581
778.6872624589556,582
5823.662282010214,583
1046.490019071083,584
273.001287506253,585
5488.182344783467,586
807.5468096015675,587
6247.386324208407,588
2747.7828570027823,589
1768.665585326242,590
3282.6377798362532,591
3168.225200522022,592
4611.139726214417,593
1315.9674621164143,594
4181.666351611495,595
502.6661096156785,596
892.7118173313004,597
2317.587946314592,598
89.4859871173034,599
1084.224460789531,600
0.0,601
1964.0206595127931,602
950.5221747457017,603
0.0,604
0.0,605
0.0,606
1255.4203314606675,607
0.0,608
404.1773527914365,609
428.6472236835555,610
0.0,611
0.0,612
142.1583993992106,613
0.0,614
0.0,615
0.0,616
858.8476700075449,617
2845.3025419691858,618
