cs,index
0.0,0
0.0,1
444.99294135524934,2
0.0,3
0.0,4
0.0,5
465.2678381919479,6
0.0,7
0.0,8
0.0,9
463.5851185144609,10
0.0,11
0.0,12
0.0,13
0.0,14
0.0,15
16.047255612598494,16
0.0,17
0.0,18
0.0,19
0.0,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
0.0,35
0.0,36
0.0,37
0.0,38
0.0,39
0.0,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
0.0,48
0.0,49
0.0,50
0.0,51
0.0,52
0.0,53
0.0,54
0.0,55
0.0,56
0.0,57
0.0,58
0.0,59
0.0,60
0.0,61
0.0,62
0.0,63
0.0,64
0.0,65
0.0,66
0.0,67
0.0,68
0.0,69
0.0,70
0.0,71
0.0,72
3991.9731627548167,73
0.0,74
0.0,75
1233.4540771871893,76
0.0,77
0.0,78
0.0,79
0.0,80
0.0,81
2357.556386762967,82
1151.6852132105985,83
0.0,84
0.0,85
0.0,86
0.0,87
0.0,88
987.5109140451549,89
0.0,90
0.0,91
0.0,92
0.0,93
4992.844810739794,94
2297.2880395359552,95
0.0,96
2833.4653941545075,97
0.0,98
2701.0872767304227,99
1973.5536666492173,100
2106.052727648602,101
0.0,102
0.0,103
0.0,104
0.0,105
17373.336437902493,106
0.0,107
556.0395218682753,108
0.0,109
305.57897738483103,110
0.0,111
0.0,112
0.0,113
1216.9961797160622,114
0.0,115
347.25308306317464,116
0.0,117
0.0,118
0.0,119
0.0,120
0.0,121
0.0,122
0.0,123
0.0,124
0.0,125
4382.696598978036,126
2298.8076577943884,127
534.1890796138471,128
2447.9261996837713,129
4340.630937480275,130
0.0,131
0.0,132
0.0,133
0.0,134
0.0,135
0.0,136
0.0,137
0.0,138
0.0,139
0.0,140
0.0,141
0.0,142
0.0,143
0.0,144
0.0,145
0.0,146
0.0,147
0.0,148
0.0,149
0.0,150
0.0,151
3044.6913352313945,152
0.0,153
3477.4124066510926,154
7985.3610275854735,155
0.0,156
2439.5346340984597,157
4880.533656342681,158
0.0,159
0.0,160
0.0,161
0.0,162
0.0,163
0.0,164
0.0,165
0.0,166
0.0,167
0.0,168
0.0,169
0.0,170
0.0,171
2071.155117594118,172
0.0,173
0.0,174
0.0,175
0.0,176
0.0,177
0.0,178
0.0,179
6715.296662650772,180
5857.538016508481,181
0.0,182
0.0,183
0.0,184
0.0,185
5561.382649687888,186
0.0,187
0.0,188
0.0,189
0.0,190
0.0,191
0.0,192
0.0,193
0.0,194
11455.226278783939,195
0.0,196
0.0,197
0.0,198
0.0,199
0.0,200
0.0,201
0.0,202
0.0,203
0.0,204
0.0,205
0.0,206
0.0,207
0.0,208
0.0,209
0.0,210
0.0,211
0.0,212
0.0,213
0.0,214
0.0,215
0.0,216
0.0,217
0.0,218
0.0,219
0.0,220
0.0,221
0.0,222
0.0,223
0.0,224
0.0,225
0.0,226
0.0,227
0.0,228
0.0,229
0.0,230
0.0,231
0.0,232
0.0,233
0.0,234
0.0,235
0.0,236
0.0,237
0.0,238
0.0,239
0.0,240
0.0,241
0.0,242
0.0,243
0.0,244
0.0,245
0.0,246
0.0,247
0.0,248
0.0,249
478.38951615256275,250
0.0,251
0.0,252
0.0,253
1734.0348729140112,254
0.0,255
1989.8492196288,256
0.0,257
0.0,258
36.30619094019991,259
0.0,260
50.57771984199447,261
1701.478921200632,262
64.65462694039026,263
1492.6525579139752,264
0.0,265
0.0,266
95.34797694768498,267
128.87890770297108,268
0.0,269
155.09962153552647,270
175.08661743116468,271
0.0,272
0.0,273
491.56044715019584,274
0.0,275
0.0,276
0.0,277
0.0,278
0.0,279
0.0,280
0.0,281
0.0,282
0.0,283
0.0,284
0.0,285
0.0,286
0.0,287
0.0,288
0.0,289
0.0,290
0.0,291
0.0,292
0.0,293
0.0,294
0.0,295
0.0,296
0.0,297
0.0,298
0.0,299
0.0,300
0.0,301
0.0,302
0.0,303
0.0,304
1792.7494280363978,305
0.0,306
2559.507896753605,307
0.0,308
2337.7083119180998,309
2465.114586237295,310
3231.7629363933834,311
0.0,312
0.0,313
0.0,314
0.0,315
0.0,316
0.0,317
2392.2588251958246,318
0.0,319
0.0,320
0.0,321
0.0,322
1748.40028318889,323
0.0,324
0.0,325
1250.3677486454612,326
1073.1811559210053,327
1750.6487869682796,328
0.0,329
0.0,330
0.0,331
0.0,332
0.0,333
0.0,334
0.0,335
0.0,336
0.0,337
0.0,338
0.0,339
0.0,340
0.0,341
0.0,342
663.5159455369244,343
0.0,344
1622.4913974750743,345
0.0,346
0.0,347
0.0,348
0.0,349
0.0,350
0.0,351
0.0,352
4934.684464319892,353
0.0,354
0.0,355
0.0,356
0.0,357
0.0,358
8561.038553020016,359
1242.733474345036,360
0.0,361
0.0,362
0.0,363
4300.872757911347,364
0.0,365
0.0,366
0.0,367
0.0,368
0.0,369
5839.33588135341,370
2029.4147759061386,371
0.0,372
3300.4452592651064,373
0.0,374
0.0,375
0.0,376
1002.9553347058245,377
0.0,378
0.0,379
461.35056103716516,380
2175.2390364959624,381
0.0,382
0.0,383
0.0,384
0.0,385
17.179297766690826,386
0.0,387
0.0,388
0.0,389
0.0,390
0.0,391
742.4339177478251,392
0.0,393
0.0,394
0.0,395
1025.471594181477,396
0.0,397
0.0,398
0.0,399
0.0,400
890.1029433791846,401
0.0,402
0.0,403
4021.347918332671,404
0.0,405
886.3531977949245,406
2203.3104645612025,407
0.0,408
0.0,409
5332.345236168512,410
0.0,411
0.0,412
0.0,413
0.0,414
0.0,415
0.0,416
0.0,417
0.0,418
0.0,419
0.0,420
0.0,421
0.0,422
0.0,423
0.0,424
0.0,425
0.0,426
0.0,427
0.0,428
0.0,429
0.0,430
0.0,431
0.0,432
0.0,433
0.0,434
0.0,435
0.0,436
0.0,437
0.0,438
0.0,439
0.0,440
0.0,441
0.0,442
0.0,443
0.0,444
0.0,445
0.0,446
0.0,447
0.0,448
0.0,449
0.0,450
0.0,451
0.0,452
0.0,453
0.0,454
0.0,455
0.0,456
0.0,457
0.0,458
0.0,459
0.0,460
0.0,461
0.0,462
0.0,463
0.0,464
0.0,465
0.0,466
0.0,467
0.0,468
0.0,469
0.0,470
0.0,471
0.0,472
0.0,473
0.0,474
0.0,475
0.0,476
0.0,477
0.0,478
0.0,479
0.0,480
0.0,481
0.0,482
0.0,483
1.5741667707398848,484
0.0,485
0.0,486
0.0,487
0.0,488
0.0,489
0.0,490
0.0,491
0.0,492
0.0,493
0.0,494
0.0,495
0.0,496
0.0,497
0.0,498
0.0,499
0.0,500
0.0,501
0.0,502
0.0,503
0.0,504
0.0,505
0.0,506
0.0,507
0.0,508
0.0,509
0.0,510
0.0,511
0.0,512
0.0,513
0.0,514
0.0,515
0.0,516
0.0,517
0.0,518
0.0,519
0.0,520
0.0,521
0.0,522
0.0,523
0.0,524
0.0,525
0.0,526
0.0,527
0.0,528
0.0,529
0.0,530
0.0,531
0.0,532
0.0,533
0.0,534
0.0,535
0.0,536
0.0,537
0.0,538
0.0,539
0.0,540
0.0,541
0.0,542
0.0,543
0.0,544
0.0,545
0.0,546
0.0,547
0.0,548
0.0,549
0.0,550
0.0,551
0.0,552
0.0,553
0.0,554
0.0,555
0.0,556
0.0,557
0.0,558
5164.977451638141,559
0.0,560
0.0,561
0.0,562
0.0,563
0.0,564
0.0,565
0.0,566
0.0,567
0.0,568
0.0,569
0.0,570
0.0,571
0.0,572
0.0,573
0.0,574
0.0,575
0.0,576
0.0,577
0.0,578
0.0,579
0.0,580
0.0,581
0.0,582
0.0,583
170.3129925884542,584
0.0,585
0.0,586
139.4445638516142,587
4114.370766289335,588
0.0,589
0.0,590
0.0,591
0.0,592
0.0,593
0.0,594
0.0,595
0.0,596
0.0,597
0.0,598
0.0,599
0.0,600
0.0,601
0.0,602
0.0,603
0.0,604
0.0,605
0.0,606
0.0,607
0.0,608
0.0,609
0.0,610
0.0,611
0.0,612
0.0,613
0.0,614
0.0,615
0.0,616
0.0,617
0.0,618
0.0,619
0.0,620
0.0,621
0.0,622
0.0,623
0.0,624
0.0,625
0.0,626
0.0,627
0.0,628
0.0,629
0.0,630
0.0,631
0.0,632
0.0,633
0.0,634
0.0,635
0.0,636
0.0,637
0.0,638
0.0,639
0.0,640
0.0,641
0.0,642
0.0,643
0.0,644
0.0,645
0.0,646
0.0,647
0.0,648
0.0,649
0.0,650
0.0,651
0.0,652
0.0,653
0.0,654
0.0,655
0.0,656
406.72467299202873,657
0.0,658
0.0,659
0.0,660
0.0,661
0.0,662
0.0,663
0.0,664
0.0,665
0.0,666
1155.913808340933,667
0.0,668
7259.996431254806,669
18612.66239165425,670
0.0,671
0.0,672
0.0,673
0.0,674
0.0,675
0.0,676
0.0,677
0.0,678
0.0,679
0.0,680
0.0,681
0.0,682
0.0,683
0.0,684
0.0,685
0.0,686
0.0,687
0.0,688
0.0,689
0.0,690
0.0,691
0.0,692
0.0,693
0.0,694
0.0,695
0.0,696
0.0,697
2593.2097175476056,698
0.0,699
0.0,700
0.0,701
0.0,702
3567.008099423346,703
3653.5635032236905,704
0.0,705
0.0,706
0.0,707
0.0,708
0.0,709
0.0,710
0.0,711
0.0,712
0.0,713
0.0,714
0.0,715
0.0,716
0.0,717
0.0,718
0.0,719
0.0,720
0.0,721
222.06831726543328,722
124.9108526492091,723
0.0,724
80.32107493996173,725
0.0,726
1890.527259700987,727
0.0,728
3274.5513911754174,729
0.0,730
0.0,731
0.0,732
0.0,733
0.0,734
12530.611390586242,735
0.0,736
0.0,737
0.0,738
0.0,739
0.0,740
0.0,741
0.0,742
0.0,743
0.0,744
0.0,745
0.0,746
0.0,747
0.0,748
0.0,749
0.0,750
0.0,751
0.0,752
0.0,753
0.0,754
0.0,755
0.0,756
0.0,757
0.0,758
0.0,759
0.0,760
0.0,761
0.0,762
0.0,763
0.0,764
0.0,765
0.0,766
0.0,767
0.0,768
0.0,769
0.0,770
0.0,771
0.0,772
0.0,773
0.0,774
0.0,775
0.0,776
0.0,777
0.0,778
0.0,779
0.0,780
0.0,781
0.0,782
0.0,783
0.0,784
0.0,785
0.0,786
0.0,787
0.0,788
0.0,789
0.0,790
0.0,791
874.4004005581818,792
0.0,793
1420.2683062999565,794
